re,re_index,ion_type,pos,charge,base_ion_spec,truth,candidate_group,in_manual_annotation,in_fragments_selected,manual_row_count,manual_matched_rows,manual_selected_rows,manual_labels_json,manual_best_ion_score,manual_best_gof_confidence,manual_best_peaks_matched,manual_best_ion_corr_score,manual_min_abs_ppm_error,fragments_status,fragments_stage,fragments_label,fragments_variant_suffix,fragments_score,fragments_css,fragments_rawcos,fragments_coverage,fragments_match_count,fragments_unexplained,fragments_missing_core,fragments_interference,fragments_s2n,fragments_ppm_rmse,fragments_fit_score,fragments_correlation,fragments_pc_missing_peaks,fragments_mass_error_std,fragments_obs_rel_int,fragments_abs_anchor_ppm,fragments_raw_candidate,fragments_selected_final,diagnose_best_label,diagnose_reason,diagnose_ok,diagnose_isodec_accepted,diagnose_final_cosine,diagnose_isodec_css,diagnose_raw_cosine,diagnose_abs_anchor_ppm,diagnose_matched_peaks,diagnose_area_covered,diagnose_top_peaks,diagnose_anchor_within_ppm
RE25,25,c,11,2,c11^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c11-OxidizedLoop^2+ | -6.1 ppm | score=0.734 | css=0.928,-OxidizedLoop,0.7338669144668296,0.9278161895900076,0.9278161895900076,0.9317462603724487,3.0,0.20268691588785048,0.0,0.0,0.1336964557290501,4.301629477328117,0.7092752673270015,0.8268537012852301,40.0,4.9519210708698544,5.9479618386817e-05,6.051032840527682,1,1,c11-OxidizedLoop^2+,ok,1,1,0.9278161895900076,0.9278161895900076,0.9278161895900076,6.051032840527682,3.0,0.5488457929343292,1.0,1
RE25,25,c,12,1,c12^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c12-OxidizedLoop^1+ | -5.3 ppm | score=0.355 | css=0.780 | %H=0 | %2H=100 | -mix,-OxidizedLoop,0.354916209717417,0.7800045658013676,0.5461644947378942,0.6081773534195638,2.0,0.534499875899727,0.33664567235775567,0.9349172958630928,0.8940227770746707,3.135047334399677,0.4145741333117417,0.6447211767374297,66.66666666666666,3.071920326142452,0.0003526452732003469,5.276651126704775,1,1,c12-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.5062912612477136,0.9825139249522407,17.371231308660736,5.0,0.05434910909818552,0.0,1
RE25,25,c,15,2,c15^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c15-OxidizedLoop^2+ | -14.9 ppm | score=0.477 | css=0.887 | %H=100 | %2H=0 | +mix,-OxidizedLoop,0.476590135387332,0.8873380139687104,0.4012389962466806,0.6923087237703696,2.0,0.40255173799477606,0.21397874109620796,0.2636661920386306,0.2862378953799456,6.517585558305007,0.536958704796168,0.857272624188425,66.66666666666666,4.76092294235124,8.14050303555941e-05,14.855819169579686,1,1,c15-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.6289196657847936,0.6289196657847937,12.47335707465394,2.0,0.32855827191794756,1.0,1
RE25,25,c,17,2,c17^2+,1,tp_selected,1,1,1,1,1,"[""c17 2+""]",4.696,73.85,4.0,3.706,2.63,selected_final,accepted,c17-OxidizedLoop^2+ | -0.6 ppm | score=0.707 | css=0.891,-OxidizedLoop,0.7065208563530135,0.8913786787074498,0.8913786787074498,0.984947554780114,5.0,0.2554703746236693,0.0,0.11247595086576878,0.5210566396059527,4.971035305856248,0.630564618159227,0.8098123788674517,28.57142857142857,8.394774692598697,0.0002241110147441457,0.5816087774312682,1,1,c17-OxidizedLoop^2+,ok,1,1,0.8913786787074498,0.8913786787074498,0.8913786787074498,0.5816087774312682,5.0,1.2147408623014393,1.0,1
RE25,25,c,18,2,c18^2+,1,tp_selected,1,1,1,1,1,"[""c18 2+""]",2.756,83.17,4.0,1.578,0.38,selected_final,accepted,c18-OxidizedLoop^2+ | 1.3 ppm | score=0.620 | css=0.941,-OxidizedLoop,0.6200013585359612,0.9405635996289201,0.94056359962892,0.9400167024955177,4.0,0.5283097975195026,0.0,0.35660108945855906,0.5754927075092107,2.475895223082358,0.6825660767644027,0.8735133318118538,42.857142857142854,2.972072013801318,0.00014048568950563746,1.2854002867844203,1,1,c18-OxidizedLoop^2+,ok,1,1,0.9405635996289201,0.9405635996289201,0.94056359962892,1.2854002867844203,4.0,0.3083883282680886,0.0,1
RE25,25,c,21,2,c21^2+,1,tp_selected,1,1,1,1,1,"[""c21 2+""]",4.112,76.32,5.0,2.727,5.09,selected_final,accepted,c21-OxidizedLoop^2+ | -18.6 ppm | score=0.650 | css=0.915,-OxidizedLoop,0.6501140189278044,0.9147159469217548,0.914715946921755,1.0,7.0,0.4965544751932186,0.0,0.11913943222069057,0.4285966753523118,13.038502446837338,0.8242230268537029,0.8697007987749883,0.0,5.71777806781923,0.00016725065047701646,18.5546907140408,1,1,c21-OxidizedLoop^2+,ok,1,1,0.9147159469217548,0.9147159469217548,0.914715946921755,18.5546907140408,7.0,0.3057024688795032,1.0,1
RE25,25,c,24,1,c24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c24-OxidizedLoop^1+ | 6.4 ppm | score=0.605 | css=0.850 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.6051931767806554,0.8500021075207697,0.4880540819509868,0.9907865367036399,6.0,0.6834278725625264,0.0,0.6688307299183223,256.32645151648103,2.0987376837444973,0.46474773006352016,0.8228686642889449,14.285714285714285,3.6687458762324643,0.03555941023417172,6.4287722417478035,1,1,c24-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6300893618826924,0.6301041772953666,4.10973903798158,6.0,0.3068849857864123,0.0,1
RE25,25,c,35,2,c35^2+,1,fn_missed,1,0,1,1,0,"[""c35 2+""]",3.657,67.34,6.0,4.814,0.53,trace_only,quality_gates,c35-OxidizedLoop^2+,-OxidizedLoop,0.4612054395997277,0.8181331412569498,0.8196137509200131,1.0,9.0,0.766,0.0,0.721,1.01,10.1,0.79,,0.0,,0.0002487424111014744,22.250773762827254,0,0,c35-OxidizedLoop^2+,ok,1,1,0.8181331412569498,0.8181331412569498,0.8196137509200131,22.250773762827254,9.0,0.15244435384136645,0.0,1
RE25,25,c,36,2,c36^2+,1,fn_missed,1,0,1,1,0,"[""c36 2+""]",8.704,74.05,6.0,8.389,1.47,trace_only,quality_gates,c36-OxidizedLoop^2+,-OxidizedLoop,0.5604520737646528,0.8821587849440538,0.8821587849440535,1.0,9.0,0.816,0.0,0.752,1.59,6.17,0.824,,0.0,,0.0004938421509106678,6.820405351453855,0,0,c36-OxidizedLoop^2+,ok,1,1,0.8821587849440538,0.8821587849440538,0.8821587849440535,6.820405351453855,9.0,0.14985425893490906,1.0,1
RE25,25,c,36,3,c36^3+,1,tp_selected,1,1,1,1,0,"[""c36 3+""]",6.707,85.67,7.0,5.227,1.28,selected_final,accepted,c36-OxidizedLoop^3+ | 11.2 ppm | score=0.410 | css=0.822 | %H=43 | %2H=0 | +mix,-OxidizedLoop,0.41020191497543634,0.8222604119591631,0.5295265825651733,0.6699157930348303,10.0,0.6461184461727056,0.0,0.5117265665075397,0.9037741696475932,8.610348242128655,0.4373176627793874,0.5034829856731465,44.44444444444444,8.154593309067819,0.00022619254119687768,11.167445900191888,1,1,c36-OxidizedLoop^3+,ok,1,1,0.814483504619315,0.814483504619315,0.8432287414916873,11.167445900191888,8.0,0.17472141917939757,1.0,1
RE30,30,b,35,3,b35^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b35-OxidizedLoop^3+ | -2.8 ppm | score=0.560 | css=0.875,-OxidizedLoop,0.5597137819470331,0.8753982760981875,0.9086360030338662,0.9752233264887686,8.0,0.6455760432075407,0.0,0.5066559724184163,0.4969475382772128,9.755608638277309,0.7814774335323482,0.761566912625038,11.11111111111111,9.557983621714913,0.00014994285714285712,2.781704022537233,1,1,b35-OxidizedLoop^3+,ok,1,1,0.8753982760981875,0.8753982760981875,0.9086360030338662,2.781704022537233,8.0,0.30973038157338584,0.0,1
RE30,30,b,36,2,b36^2+,1,tp_selected,1,1,1,1,0,"[""b36 2+""]",9.127,94.03,6.0,6.884,0.79,selected_final,accepted,b36-OxidizedLoop^2+ | -0.7 ppm | score=0.685 | css=0.973,-OxidizedLoop,0.6854114156783033,0.9729328032606924,0.9720015054288265,0.9962910007595879,8.0,0.5811908216907049,0.0,0.731952856441316,3.5342840420100674,4.452292651851963,0.8410109512618039,0.9327654049153474,11.11111111111111,6.531506481710007,0.0007797551020408163,0.6826834613371152,1,1,b36-OxidizedLoop^2+,ok,1,1,0.9729328032606924,0.9729328032606924,0.9720015054288265,0.6826834613371152,8.0,0.3681842944921509,1.0,1
RE30,30,c,3,1,c3^1+,1,tp_selected,1,1,1,1,1,"[""c3 1+""]",8.163,100.0,2.0,4.493,1.72,selected_final,accepted,c3-ThiylRadical^1+ | -3.7 ppm | score=0.861 | css=0.988 | %H=100 | %2H=0 | +mix,-ThiylRadical,0.8609062380482976,0.98818062820383,0.5715028025884902,0.9461564556751955,2.0,0.054355539155857,0.05384354432480465,0.0,1.275349088078967,1.0685190001289961,0.874411447771934,0.9815146581883987,33.33333333333333,1.3729336756712927,0.00041681632653061226,3.722668345378928,1,1,c3^1+,ok,1,1,0.9881962541109315,0.9881962541109315,0.9907364510180071,5.234306084923026,2.0,0.8540676676790326,1.0,1
RE30,30,c,6,1,c6^1+,1,tp_selected,1,1,1,1,0,"[""c6 1+""]",3.062,99.88,2.0,1.514,4.6,selected_final,accepted,c6-Persulfide^1+ | 2.6 ppm | score=0.848 | css=0.988 | %H=100 | %2H=0 | -mix,-Persulfide,0.8481251551032969,0.9881208599604333,0.6636278452198475,1.0,4.0,0.14722022830944492,0.0,0.13258829209698886,2.2086730354537436,4.773589486871805,0.8661185198383432,0.9766032485077908,0.0,7.821547324925351,0.0007190204081632652,2.5986164215991603,1,1,c6^1+,failed_isodec_rules,0,0,,0.5652595139798441,0.6038287222772147,2.156170309032321,3.0,0.1771689777684156,0.0,1
RE30,30,c,7,1,c7^1+,1,tp_selected,1,1,1,1,0,"[""c7 1+""]",9.476,99.97,3.0,5.138,3.44,selected_final,accepted,c7-OxidizedLoop^1+ | 1.8 ppm | score=0.833 | css=0.986,-OxidizedLoop,0.8329840807821305,0.9857408567921161,0.9948580753184463,0.9930314320532885,4.0,0.22602114716106603,0.0,0.10175075854997184,3.796326634204153,2.622814567582141,0.8792030291304024,0.9950143490034582,20.0,3.3748005844527924,0.001230204081632653,1.7550357788590718,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9857408567921161,0.9857408567921161,0.9948580753184463,1.7550357788590718,4.0,0.8610547249347809,1.0,1
RE30,30,c,8,1,c8^1+,1,tp_selected,1,1,1,1,0,"[""c8 1+""]",2.618,96.13,3.0,1.396,1.5,selected_final,accepted,c8-OxidizedLoop^1+ | -9.1 ppm | score=0.488 | css=0.840,-OxidizedLoop,0.4881513401772551,0.8395696180598788,0.9216004428691779,0.7506417899412436,3.0,0.42996217523407965,0.2514125242505769,0.2901980465583138,0.6899058094670423,7.219734567921085,0.6406180866765656,0.8798950138938509,40.0,9.430243421010406,0.00022220408163265305,9.05555038317687,1,1,c8-OxidizedLoop^1+,ok,1,1,0.8395696180598788,0.8395696180598788,0.9216004428691779,9.05555038317687,3.0,0.5234728677074895,0.0,1
RE30,30,c,9,1,c9^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c9-OxidizedLoop^1+ | 1.9 ppm | score=0.655 | css=0.932,-OxidizedLoop,0.6554454068753259,0.9324163322657194,0.949097305736768,0.9902952053657548,4.0,0.5790678129145276,0.0,0.546723367135536,1.0621960806198147,3.312942787035665,0.7761058216870595,0.943621421641173,20.0,5.189751730531559,0.00033828571428571425,1.8704811159987151,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9324163322657194,0.9324163322657194,0.949097305736768,1.8704811159987151,4.0,0.361959301732813,1.0,1
RE30,30,c,10,1,c10^1+,1,tp_selected,1,1,1,1,0,"[""c10 1+""]",15.732,99.92,4.0,9.184,2.66,selected_final,accepted,c10-OxidizedLoop^1+ | 3.2 ppm | score=0.920 | css=0.994,-OxidizedLoop,0.9197762861023739,0.9941190745388176,0.9949972578522995,1.0,5.0,0.10353055594479421,0.0,0.04789350930524561,38.70656170846075,2.2341790390776963,0.8780933407508822,0.9947707309670412,0.0,4.200777706415715,0.012040816326530613,3.181626350046672,1,1,c10-OxidizedLoop^1+,ok,1,1,0.9941190745388176,0.9941190745388176,0.9949972578522995,3.181626350046672,5.0,1.011545116149612,1.0,1
RE30,30,c,14,2,c14^2+,1,tp_selected,1,1,1,1,0,"[""c14 2+""]",2.224,97.55,3.0,1.174,2.6,selected_final,accepted,c14-OxidizedLoop^2+ | -6.8 ppm | score=0.538 | css=0.975,-OxidizedLoop,0.5378008794966722,0.975225553833305,0.975225553833305,0.8996685562087039,3.0,0.6998365332810894,0.0,0.5360254001902176,0.43278597890726717,7.494187860786235,0.7700715095365406,0.9608524442795864,50.0,4.251366733687166,0.00013998367346938775,6.835467617377494,1,1,c14-OxidizedLoop^2+,ok,1,1,0.975225553833305,0.975225553833305,0.975225553833305,6.835467617377494,3.0,0.28887477463074585,0.0,1
RE30,30,c,15,2,c15^2+,1,fn_missed,1,0,1,1,0,"[""c15 2+""]",2.625,99.28,4.0,1.199,4.02,trace_only,quality_gates,c15-OxidizedLoop^2+,-OxidizedLoop,0.060095326589151156,0.8355875187778461,0.5579999934022224,0.23361470531988565,4.0,0.563,1.0,0.198,0.22,5.07,0.032,,63.6,,6.922448979591837e-05,5.637445415843021,0,0,c15-OxidizedLoop^2+,ok,1,1,0.8339767324142261,0.8339767324142261,0.8339767324142262,10.60297548266942,4.0,0.16662676307665378,1.0,1
RE30,30,c,16,2,c16^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c16-OxidizedLoop^2+ | 7.4 ppm | score=0.576 | css=0.844,-OxidizedLoop,0.5762368638206796,0.8444021634416512,0.8444021634416512,0.7583891026324672,3.0,0.16292226241285657,0.22884991726614323,0.0,0.41846475934647903,10.40253754060719,0.4601475091101332,0.745645119813269,50.0,6.225664294587238,0.00013358367346938776,7.423138871715144,1,1,c16-OxidizedLoop^2+,ok,1,1,0.8444021634416512,0.8444021634416512,0.8444021634416512,7.423138871715144,3.0,1.134893541199385,1.0,1
RE30,30,c,17,2,c17^2+,1,tp_selected,1,1,1,1,0,"[""c17 2+""]",2.243,53.39,3.0,1.985,2.66,selected_final,accepted,c17-OxidizedLoop^2+ | 2.8 ppm | score=0.486 | css=0.773 | %H=25 | %2H=0 | +mix,-OxidizedLoop,0.4856810441407966,0.7731766692135184,0.49556887525440846,0.638384414884435,3.0,0.4295891823486677,0.0,0.09955236580222704,0.633127891239201,3.4801689592404745,0.4660897376755033,0.7464276456828732,76.92307692307693,2.9632219459386877,0.00010886530612244899,2.8208557341462135,1,1,c17-OxidizedLoop^2+,ok,1,1,0.845116732323465,0.845116732323465,0.8451167323234648,2.8208557341462135,3.0,0.4091901679499396,1.0,1
RE30,30,c,18,2,c18^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c18-OxidizedLoop^2+ | 6.1 ppm | score=0.474 | css=0.845 | %H=0 | %2H=100 | -mix,-OxidizedLoop,0.4738181881655288,0.8448567357519623,0.5244166342294017,0.89428856785661,6.0,0.6478092357237812,0.0,0.1964590848680463,0.5583186869765151,13.58055628236517,0.6246274986714471,0.5930755125712107,14.285714285714285,10.965706798094365,0.00011147755102040817,6.12489715275599,1,1,c18-OxidizedLoop^2+,failed_isodec_rules,0,0,,0.4849449039419441,0.6013020193810747,1.539876322486257,5.0,0.07297393200276195,0.0,1
RE30,30,c,19,1,c19^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c19-OxidizedLoop^1+ | -7.3 ppm | score=0.402 | css=0.854 | %H=0 | %2H=100 | -mix,-OxidizedLoop,0.4015735451889641,0.8543910264531303,0.5674263272140034,0.6050607352522787,2.0,0.5469216975493125,0.2658388136529314,0.9253502040559066,0.9815019590856913,6.554094633254792,0.45712912726428934,0.8182286854635049,71.42857142857143,4.783310546822883,0.0001696326530612245,7.3285302148370395,1,1,c19-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6601882021102944,0.6678341872033939,27.389979010526787,6.0,0.05244817055982019,0.0,1
RE30,30,c,20,2,c20^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c20-OxidizedLoop^2+ | 3.5 ppm | score=0.480 | css=0.749 | %H=0 | %2H=100 | -mix,-OxidizedLoop,0.48002477559766027,0.7485954548595237,0.47488383647007576,0.9948062371962794,6.0,0.6546162053599448,0.0,0.5223541485306995,0.6916669075035095,6.864201781202929,0.4483607700230764,0.37692584428799136,14.285714285714285,6.669755289185296,0.0002140408163265306,3.4671868292202808,1,1,c20-OxidizedLoop^2+,ok,1,1,0.842522118186681,0.842522118186681,0.8448082046379487,4.225148189516194,6.0,0.19742150401998923,0.0,1
RE30,30,c,23,1,c23^1+,1,fn_missed,1,0,1,1,0,"[""c23 1+""]",9.735,94.78,5.0,7.742,2.49,trace_only,quality_gates,c23-OxidizedLoop^1+,-OxidizedLoop,0.5407183038057867,0.9254922935275702,0.4137081125681672,0.9913515453278235,6.0,0.78,0.0,0.783,5.67,5.17,0.572,,14.3,,0.000714938775510204,1.07857900633406,0,0,c23-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6818444077200336,0.6818186351482074,8.905958419433675,6.0,0.05905222158492344,0.0,1
RE30,30,c,24,1,c24^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c24-OxidizedLoop^1+ | 6.2 ppm | score=0.622 | css=0.868 | %H=100 | %2H=0 | -mix,-OxidizedLoop,0.6221291509372987,0.8676660781669263,0.49558344720136094,0.9907865367036399,6.0,0.6761341276296113,0.0,0.6776821404697049,296.734418371142,1.755014013842453,0.49852712370512364,0.8431250503305829,14.285714285714285,3.9408473365969092,0.03423673469387755,6.238098014583428,1,1,c24-OxidizedLoop^1+,failed_isodec_rules,0,0,,0.6602798491372732,0.6603142705138905,4.300340050639315,6.0,0.35428475708409163,0.0,1
RE30,30,c,27,1,c27^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c27-OxidizedLoop^1+ | -21.7 ppm | score=0.226 | css=0.755 | %H=36 | %2H=0 | +mix,-OxidizedLoop,0.22614350420044044,0.7548300386487286,0.49091901499987034,0.3412893911024068,2.0,0.600702605081517,0.2500450523361394,0.7472734817227368,0.916400269403149,8.384205450671981,0.17992384096566294,0.7409006953622818,86.66666666666667,6.109897107057532,4.989387755102041e-05,21.660777190568908,1,1,c27-OxidizedLoop^1+,ok,1,1,0.821887033788634,0.821887033788634,0.821887033788634,21.660777190568908,2.0,0.35713344059007796,0.0,1
RE30,30,c,33,2,c33^2+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c33-OxidizedLoop^2+ | -28.1 ppm | score=0.304 | css=0.721 | %H=32 | %2H=68 | +mix,-OxidizedLoop,0.3039643670244014,0.7205522408340334,0.48038665672851155,0.776171876286839,14.0,0.6652880507319461,0.36207339512904124,0.6400170909420548,1.0633875354818543,18.6430532438485,0.4415571124141653,-0.05483103761162556,17.647058823529413,9.064672736203956,0.0002702040816326531,28.137426603937254,1,1,c33-OxidizedLoop^2+,ok,1,1,0.7005454239552558,0.7005454239552558,0.6613775508500455,27.994591354223587,9.0,0.11638540947198005,0.0,1
RE30,30,c,33,3,c33^3+,1,tp_selected,1,1,1,1,0,"[""c33 3+""]",3.492,67.55,3.0,2.739,6.31,selected_final,accepted,c33-OxidizedLoop^3+ | -6.3 ppm | score=0.675 | css=0.867,-OxidizedLoop,0.6749745891290448,0.8674759613403737,0.8674759613403739,0.938289670310718,6.0,0.307493254301765,0.0,0.17221414408460034,0.5079704617680162,4.7502640194966785,0.6696585749007434,0.6923389362903384,33.33333333333333,6.062604597294141,0.0001553142857142857,6.329083719599411,1,1,c33-OxidizedLoop^3+,ok,1,1,0.8674759613403737,0.8674759613403737,0.8674759613403739,6.329083719599411,6.0,0.7884655514584549,1.0,1
RE30,30,c,34,2,c34^2+,1,fn_missed,1,0,1,1,0,"[""c34 2+""]",1.891,82.55,4.0,3.199,0.68,trace_only,quality_gates,c34-OxidizedLoop^2+,-OxidizedLoop,0.1409797440383631,0.8576086571909499,0.5435973393341168,0.4983015557689243,10.0,0.788,0.644,0.777,1.97,10.24,0.262,,41.2,,0.00022138775510204082,6.417156366572348,0,0,c34-OxidizedLoop^2+,ok,1,1,0.8444746738143009,0.8444746738143009,0.8847717086313642,15.554859688646525,8.0,0.2775891226609648,0.0,1
RE30,30,c,35,2,c35^2+,1,fn_missed,1,0,1,1,0,"[""c35 2+""]",7.583,92.54,6.0,6.896,5.98,trace_only,quality_gates,c35-OxidizedLoop^2+,-OxidizedLoop,0.626529741000022,0.9115059578812463,0.9115059578812467,1.0,9.0,0.752,0.0,0.7,1.51,2.56,0.826,,0.0,,0.00036555102040816326,6.278319362622246,0,0,c35-OxidizedLoop^2+,ok,1,1,0.9115059578812463,0.9115059578812463,0.9115059578812467,6.278319362622246,9.0,0.1793593107035608,1.0,1
RE30,30,c,35,3,c35^3+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c35-OxidizedLoop^3+ | 5.7 ppm | score=0.226 | css=0.741 | %H=43 | %2H=23 | +mix,-OxidizedLoop,0.22599209159870687,0.741472340540942,0.5851193014531467,0.44302242993290547,9.0,0.6334767104150583,0.3422024153416625,0.39535927417398486,0.4916154762232698,11.411765231242297,0.17994686920121672,0.11153940989486182,65.38461538461539,11.068956121863657,0.00014813061224489796,5.670106091338916,1,1,c35-OxidizedLoop^3+,ok,1,1,0.7692203262969548,0.7692203262969548,0.7744215696101832,5.8882940684636775,7.0,0.11889272656963376,0.0,1
RE30,30,c,36,2,c36^2+,1,tp_selected,1,1,1,1,0,"[""c36 2+""]",8.301,95.92,6.0,7.359,1.61,selected_final,accepted,c36-OxidizedLoop^2+ | -8.0 ppm | score=0.604 | css=0.844,-OxidizedLoop,0.6041040356690395,0.8437251863747841,0.8485197990515461,0.9894315895202568,8.0,0.6606846107655282,0.0,0.7093697338273679,3.1302706532870217,6.973792242115828,0.8540996390343755,0.6324010889238785,11.11111111111111,5.384182693000833,0.0007377959183673469,7.987556236199043,1,1,c36-OxidizedLoop^2+,ok,1,1,0.8523889781387315,0.8523889781387315,0.8485197990515461,7.987556236199043,9.0,0.18474573041769915,1.0,1
RE30,30,c,36,3,c36^3+,1,tp_selected,1,1,2,2,0,"[""c36 3+"", ""c36-2(H2O) 3+""]",5.749,70.67,4.0,5.608,1.5,selected_final,accepted,c36-OxidizedLoop^3+ | -3.6 ppm | score=0.609 | css=0.863,-OxidizedLoop,0.6091981882329421,0.8629021879503805,0.8680610075581386,1.0,9.0,0.6098509147378126,0.0,0.4730984268556523,1.3652616612746493,4.006018799204507,0.7165760017996934,0.6848162049052781,0.0,9.280069597449742,0.00040816326530612246,3.6301956003742215,1,1,c36-OxidizedLoop^3+,ok,1,1,0.8629021879503805,0.8629021879503805,0.8680610075581386,3.6301956003742215,9.0,0.35432555366073243,1.0,1
RE35,35,b,22,1,b22^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,b22-OxidizedLoop^1+ | 22.0 ppm | score=0.582 | css=0.874,-OxidizedLoop,0.5817917386935355,0.8740440823736202,0.8740440823736203,0.9931233300683167,6.0,0.4563806945481703,0.0,0.5055929361322777,0.7127204207246303,13.461503529245268,0.6763162111437541,0.6263148841007324,14.285714285714285,6.546617564372664,7.526302911671152e-05,21.98350703117195,1,1,b22-OxidizedLoop^1+,ok,1,1,0.8740440823736202,0.8740440823736202,0.8740440823736203,21.98350703117195,6.0,0.22963123074670094,1.0,1
RE35,35,b,36,2,b36^2+,1,fn_missed,1,0,2,2,1,"[""b36 2+"", ""b36-H2O 2+""]",4.708,86.0,6.0,4.434,0.6,trace_only,quality_gates,b36-OxidizedLoop^2+,-OxidizedLoop,0.6190291239142035,0.9377716160276393,0.9377716160276394,1.0,9.0,0.754,0.0,0.708,3.69,3.46,0.756,,0.0,,0.0010068509909469047,5.019668635445576,0,0,b36-OxidizedLoop^2+,ok,1,1,0.9377716160276393,0.9377716160276393,0.9377716160276394,5.019668635445576,9.0,0.277902206009063,0.0,1
RE35,35,c,3,1,c3^1+,1,tp_selected,1,1,1,1,1,"[""c3 1+""]",3.179,99.93,3.0,1.685,7.68,selected_final,accepted,c3^1+ | 6.1 ppm | score=0.780 | css=0.967,-Thiol,0.7804225252662027,0.9665625007332768,0.9686619895431235,0.94614260815541,2.0,0.09085268913102484,0.05385739184458993,0.04760744170931841,1.1815393776161651,5.558271431153636,0.8305415732950899,0.9389963750908995,33.33333333333333,7.139244351791763,0.00039686811842427205,6.054833814123705,1,1,c3^1+,ok,1,1,0.9665625007332768,0.9665625007332768,0.9686619895431235,6.054833814123705,2.0,0.7412808561789911,1.0,1
RE35,35,c,6,1,c6^1+,1,tp_selected,1,1,1,1,0,"[""c6 1+""]",3.869,99.98,2.0,2.365,7.15,selected_final,accepted,c6-Persulfide^1+ | 0.8 ppm | score=0.847 | css=0.999 | %H=100 | %2H=0 | -mix,-Persulfide,0.8473388757492443,0.9990546978515462,0.6857560094508084,0.9745052473677356,3.0,0.15909720799643323,0.0,0.12691422280052056,3.4115795633504176,4.950573948204149,0.9537063883280645,0.9996877207945597,25.0,5.1256280772339355,0.0011761683386346954,0.8002659567049805,1,1,c6-ThiylRadical^1+,ok,1,1,0.9315644972872065,0.9315644972872065,0.9362043147384267,6.69599065635458,2.0,0.5227871794871796,1.0,1
RE35,35,c,7,1,c7^1+,1,tp_selected,1,1,1,1,0,"[""c7 1+""]",4.534,99.93,3.0,2.999,2.23,selected_final,accepted,c7-OxidizedLoop^1+ | 2.8 ppm | score=0.719 | css=0.965,-OxidizedLoop,0.7187624322896438,0.9649314446122471,0.9865392070956397,0.9713645424606036,4.0,0.4189812397758518,0.0,0.31478326902553155,3.457601244843985,2.1069765404611243,0.7970713087056139,0.9816356798701572,20.0,9.15325977457071,0.001193785172498165,2.8400656265421618,1,1,c7-OxidizedLoop^1+,ok,1,1,0.9649314446122471,0.9649314446122471,0.9865392070956397,2.8400656265421618,4.0,0.6552659662102709,0.0,1
RE35,35,c,8,1,c8^1+,0,fp_selected,0,1,0,0,0,[],,,,,,selected_final,accepted,c8-OxidizedLoop^1+ | -9.7 ppm | score=0.526 | css=0.751 | %H=23 | %2H=0 | +mix,-OxidizedLoop,0.5261631253038236,0.7506631232876072,0.4812474765028781,0.7423391633222008,3.0,0.10066191008338354,0.17439057051553997,0.10066191008338354,0.2799136136495282,12.853196867185849,0.49779312282667876,0.6510382744138443,66.66666666666666,11.646460564989766,8.252997308539271e-05,9.674098906599083,1,1,c8-OxidizedLoop^1+,ok,1,1,0.8080954909451941,0.8080954909451941,0.8080954909451943,9.674098906599083,3.0,0.4599888461308348,1.0,1
RE35,35,c,9,1,c9^1+,1,tp_selected,1,1,1,1,0,"[""c9 1+""]",7.465,99.31,3.0,4.93,2.5,selected_final,accepted,c9-OxidizedLoop^1+ | 2.5 ppm | score=0.727 | css=0.982,-OxidizedLoop,0.726527512171734,0.9819842929972424,0.9819842929972427,0.9902952053657548,4.0,0.3773043139404585,0.0,0.3773043139404585,1.2992485710289006,4.031337698362786,0.8364258292438366,0.949608023309019,20.0,8.744112645075417,0.0004470271592855395,2.530262814713203,1,1,c9-OxidizedLoop^1+,ok,1,1,0.9819842929972424,0.9819842929972424,0.9819842929972427,2.530262814713203,4.0,0.5876835395089793,1.0,1
